Order ID,Order Date,Ship Mode,Segment,Region,Category,Sub-Category,Product Name,Sales,Cost
CA-2023-133979,11/15/2023,Same Day,Corporate,East,Furniture,Bookcases,Bookcases Product 72,974.97,870.98
CA-2023-119924,09/04/2024,Second Class,Home Office,Central,Office Supplies,Binders,Binders Product 72,17.67,13.32
CA-2023-187939,08/24/2024,First Class,Consumer,East,Technology,Copiers,Copiers Product 8,1712.83,1274.81
CA-2023-158466,05/25/2024,Second Class,Corporate,South,Technology,Accessories,Accessories Product 48,2092.31,1433.17
CA-2023-165864,06/01/2024,Same Day,Consumer,South,Office Supplies,Paper,Paper Product 94,93.77,72.92
CA-2023-171206,07/09/2024,Same Day,Consumer,East,Office Supplies,Binders,Binders Product 25,42.25,32.31
CA-2023-199023,11/22/2024,Second Class,Consumer,West,Office Supplies,Envelopes,Envelopes Product 72,99.22,77.43
CA-2023-179955,06/09/2024,First Class,Home Office,East,Technology,Copiers,Copiers Product 57,1100.41,724.86
CA-2023-197554,05/12/2023,Second Class,Home Office,East,Office Supplies,Binders,Binders Product 80,83.82,64.92
CA-2023-106089,08/29/2024,Standard Class,Corporate,West,Office Supplies,Labels,Labels Product 39,8.27,6.0
CA-2023-172572,12/03/2023,Standard Class,Consumer,East,Technology,Machines,Machines Product 70,2982.56,2071.85
CA-2023-176957,01/28/2024,Same Day,Corporate,South,Technology,Accessories,Accessories Product 6,1273.5,855.63
CA-2023-150493,03/25/2024,Standard Class,Corporate,West,Furniture,Tables,Tables Product 89,275.18,246.71
CA-2023-161788,07/09/2024,Same Day,Consumer,South,Office Supplies,Art,Art Product 3,115.28,85.25
CA-2023-172778,02/08/2023,Second Class,Corporate,East,Office Supplies,Binders,Binders Product 33,70.0,51.37
CA-2023-187889,12/24/2024,Second Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 97,114.21,93.53
CA-2023-182896,05/30/2024,Second Class,Consumer,South,Technology,Machines,Machines Product 15,1587.63,1099.46
CA-2023-179422,04/18/2024,Same Day,Consumer,Central,Technology,Accessories,Accessories Product 25,2013.14,1495.53
CA-2023-131881,05/11/2023,First Class,Consumer,Central,Office Supplies,Binders,Binders Product 17,8.37,6.84
CA-2023-162539,01/03/2023,Standard Class,Consumer,Central,Technology,Machines,Machines Product 26,220.78,155.38
CA-2023-162665,05/02/2024,Same Day,Consumer,East,Office Supplies,Binders,Binders Product 16,44.87,36.73
CA-2023-113050,01/22/2023,Standard Class,Consumer,East,Furniture,Chairs,Chairs Product 70,759.71,696.27
